CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41472695,TRAIF,Brooklyn,229,SOUTH    4 STREET,11211,3478449578,American,43859,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,43859,44084,Cycle Inspection / Re-inspection,40.71047545,-73.95911794,301,34,52300,3063314,3024330034,BK73
40944872,40/40 CLUB,Manhattan,6,WEST   25 STREET,10010,2128324040,American,43846,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,9,A,43846,44084,Cycle Inspection / Initial Inspection,40.74322458,-73.98964633,105,3,5800,1015604,1008260046,MN13
50095900,THE WELL,Manhattan,2,EAST   15 STREET,10003,6465608080,American,43866,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,13,A,43866,44084,Pre-permit (Operational) / Initial Inspection,40.7365578,-73.99283724,105,2,5200,1016068,1008420042,MN13
50096389,MORENA RESTAURANT,Bronx,935,EAST  163 STREET,10459,3472697455,Spanish,43839,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,43839,44084,Cycle Inspection / Re-inspection,40.82100053,-73.89664891,202,17,8700,2005456,2027030025,BX33
41277451,MARKET TABLE,Manhattan,54,CARMINE STREET,10014,2122552100,American,43894,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,43894,44084,Cycle Inspection / Initial Inspection,40.7299321,-74.00366581,102,3,6700,1008355,1005270053,MN23
50006791,MARAVILLA'S BAR & GRILL,Bronx,254,SOUNDVIEW AVE,10473,7186187440,Spanish,43839,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,43839,44084,Cycle Inspection / Re-inspection,40.81075682,-73.85563425,209,18,400,2020207,2034560034,BX09
41570461,ROSARITO FISH SHACK & SHELTER PIZZA,Brooklyn,170,WYTHE AVENUE,11249,7183888833,Mexican,43866,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,43866,44084,Cycle Inspection / Re-inspection,40.71938822,-73.96058071,301,33,55500,3062037,3023250018,BK73
50086697,TRATTORIA TOSCANA,Staten Island,4200,HYLAN BOULEVARD,10308,7186036009,Italian,43874,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43874,44084,Cycle Inspection / Initial Inspection,40.53756168,-74.15014479,503,51,15603,5068430,5053150001,SI54
40400556,LEGEND'S PUB,Staten Island,1975,VICTORY BOULEVARD,10314,7184421320,American,43843,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43843,44084,Cycle Inspection / Re-inspection,40.61254985,-74.12957539,501,50,15100,5103907,5003780021,SI07
50082192,SUMO SUSHI,Brooklyn,139,HAVEMEYER STREET,11211,7187828400,Japanese,43858,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43858,44084,Cycle Inspection / Re-inspection,40.71198715,-73.95728099,301,34,52300,3330369,3024090003,BK73
50095392,HOPE TO SEE YOU,Queens,133-42,39 AVENUE,11354,7188881669,Chinese,43832,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43832,44084,Pre-permit (Operational) / Initial Inspection,40.75909891,-73.83413912,407,20,87100,4596186,4049737501,QN22
50059345,WIN XIN RESTAURANT,Brooklyn,6001,14 AVENUE,11219,7186334325,Chinese,43888,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,12,A,43888,44084,Cycle Inspection / Initial Inspection,40.62744769,-73.99639027,312,44,24200,3141336,3057200008,BK88
50001805,KEFI GREEK CUISINE,Manhattan,222,WEST   79 STREET,10024,2128730200,American,43861,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,43861,44084,Cycle Inspection / Re-inspection,40.78349699,-73.97919703,107,6,16700,1030916,1011700043,MN12
50047724,THE BLOND/THE LIBRARY,Manhattan,138,LAFAYETTE STREET,10013,2126341211,American,43868,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,43868,44084,Cycle Inspection / Initial Inspection,40.71907661,-73.9999531,102,1,4500,1002687,1002090019,MN24
50101471,W & L RESTAURANT,Queens,5906,KISSENA BLVD,11355,9179726706,Chinese,43867,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,11,A,43867,44084,Pre-permit (Operational) / Initial Inspection,40.74051237,-73.81505241,407,20,83700,4141486,4064400016,QN62
40851227,THE MAGICIAN,Manhattan,118,RIVINGTON STREET,10002,2126737851,American,43852,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,43852,44084,Cycle Inspection / Initial Inspection,40.71977308,-73.98734117,103,1,3001,1004322,1003540038,MN27
50089951,TORNADO CREPE,Queens,1808,WEIRFIELD STREET,11385,3478962169,French,43866,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,9,A,43866,44084,Cycle Inspection / Initial Inspection,40.70023366,-73.90271541,405,34,55700,4086226,4035730011,QN20
50088160,WORLD'S FAIR MARINA RESTAURANT & BANQUET,Queens,1,WORLDS FAIR MARINA,11368,7188981200,Indian,43871,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,13,A,43871,44084,Cycle Inspection / Initial Inspection,40.76096673,-73.85764855,403,21,38302,4541458,4020180001,QN99
41213163,PAESANO'S,Manhattan,136,MULBERRY STREET,10013,2129651188,Italian,43864,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,43864,44084,Cycle Inspection / Initial Inspection,40.71851939,-73.99769483,102,1,4100,1066508,1002377501,MN24
41604098,SHILLA UNION,Queens,2918,UNION STREET,11354,7184453155,Korean,43843,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,A,43843,44084,Cycle Inspection / Re-inspection,40.77173561,-73.82658352,407,20,88901,4100730,4043430090,QN22
50099544,PASTA EATER,Manhattan,9,EAST   17 STREET,10003,9176978610,Italian,43866,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,43866,44084,Pre-permit (Operational) / Initial Inspection,40.73761718,-73.99149115,105,2,5200,1016114,1008460010,MN13
50034597,AVOCADO SUSHI,Staten Island,4906,ARTHUR KILL ROAD,10309,7189661200,Japanese,43872,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9,A,43872,44084,Cycle Inspection / Re-inspection,40.52271432,-74.23924885,503,51,22600,5087205,5075840047,SI11
50001456,GOLDEN UNICORN GOURMET,Manhattan,18,EAST BROADWAY,10002,2129410911,Chinese,43899,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,43899,44084,Cycle Inspection / Re-inspection,40.71351566,-73.99671745,103,1,800,1003483,1002810006,MN27
50103218,ASIA HARBOR,Brooklyn,404,CHURCH AVENUE,11218,7188710635,Japanese,43899,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43899,44084,Pre-permit (Operational) / Initial Inspection,40.64405399,-73.97641559,312,39,49400,3253185,3053370056,BK41
50043999,CRESCENT KITCHEN,Queens,2342,30TH AVE,11102,6465330110,Greek,43857,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,7,A,43857,44084,Cycle Inspection / Initial Inspection,40.76914207,-73.92623241,401,22,7300,4006778,4005720042,QN71
41265530,MING WOK KITCHEN,Queens,8418,A NORTHERN BOULEVARD,11372,7184780241,Chinese,43893,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,11,A,43893,44084,Cycle Inspection / Re-inspection,40.75576685,-73.8832474,403,25,28100,4035174,4014320006,QN28
50045246,MAIN NOODLE HOUSE,Manhattan,1011,6 AVENUE,10018,2128690888,Chinese,43886,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,43886,44084,Cycle Inspection / Initial Inspection,40.75204862,-73.98615116,105,4,10900,1015256,1008130036,MN17
50054932,BROTHERS TAVERNA,Queens,2301,STEINWAY ST,11105,7187212424,Mediterranean,43893,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43893,44084,Cycle Inspection / Initial Inspection,40.77094348,-73.90837017,401,22,13700,4015304,4007930075,QN72
50098468,NEW HOT WOK,Brooklyn,4912,AVENUE K,11234,7182510355,Chinese,43837,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,11,A,43837,44084,Pre-permit (Operational) / Re-inspection,40.62577561,-73.92817829,318,45,67600,3217714,3078290044,BK58
50016720,Cannelle LIC,Queens,43962,47 AVENUE,11101,7189378500,French,43906,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,43906,44084,Cycle Inspection / Initial Inspection,40.74587871,-73.95515516,402,26,700,4615146,4000280021,QN31
50075348,PERLA DEL PACIFICO RESTAURANT,Queens,9551,ROOSEVELT AVE,11372,7182051112,Spanish,43857,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,43857,44084,Cycle Inspection / Initial Inspection,40.74911562,-73.86986562,403,21,27300,4036675,4014840050,QN28
41497422,FUSHIMI JAPANESE CUISINE,Brooklyn,9316,4 AVENUE,11209,7188337788,Japanese,43853,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,9,A,43853,44084,Cycle Inspection / Initial Inspection,40.6173456,-74.03058798,310,43,5800,3155260,3061070038,BK31
40990299,ELEGANT CHINESE RESTAURANT,Queens,212-06,HILLSIDE AVENUE,11427,7187768270,Chinese,43837,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,12,A,43837,44084,Cycle Inspection / Initial Inspection,40.7248071,-73.7538715,413,23,54800,4228580,4106690089,QN34
50040804,SADELLES,Manhattan,463,WEST BROADWAY,10012,2122543000,American,43840,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,43840,44084,Cycle Inspection / Initial Inspection,40.72633102,-74.00040769,102,1,4900,1008006,1005150007,MN24
